Modelo,Precision,Recall,mAP50,mAP50-95,Tiempo Entrenamiento (s)
yolo11n.pt,0.6177410936872726,0.962618676376833,0.7087912207004488,0.6177410936872726,2471.23
yolo11m.pt,0.6297418353719337,0.9693925009473894,0.7158453823001827,0.6297418353719337,11505.41
